candidat_id,filiere_code,parcours_id,score_compatibilite,est_admissible,est_recommandee
STD_2026_0434,ESIIA,P3,50.24,Non,Non
STD_2026_0434,IGGLIA,P3,77.18,Oui,Non
STD_2026_0434,IMTICIA,P3,75.58,Oui,Non
STD_2026_0434,ISAIA,P3,51.15,Non,Non
STD_2026_0434,TEE,P4,75.26,Oui,Non
STD_2026_0434,TEH,P4,79.71,Oui,Non
STD_2026_0434,CAA,P5,78.85,Oui,Non
STD_2026_0434,DTJA,P5,82.56,Oui,Non
STD_2026_0434,EMP,P5,77.29,Oui,Non
STD_2026_0434,FIC,P5,51.78,Non,Non
STD_2026_0435,AEE,P1,45.87,Non,Non
STD_2026_0435,IAA,P1,45.67,Non,Non
STD_2026_0435,PIP,P1,47.99,Non,Non
STD_2026_0435,EMII,P2,49.08,Non,Oui
STD_2026_0435,GCA,P2,40.05,Non,Non
STD_2026_0435,ICMP,P2,44.46,Non,Non
STD_2026_0435,ESIIA,P3,49.25,Non,Non
STD_2026_0435,IGGLIA,P3,51.31,Non,Non
STD_2026_0435,IMTICIA,P3,72.21,Sous condition,Non
STD_2026_0435,ISAIA,P3,46.58,Non,Non
STD_2026_0435,TEE,P4,66.51,Sous condition,Non
STD_2026_0435,TEH,P4,73.7,Sous condition,Non
STD_2026_0435,CAA,P5,65.49,Sous condition,Non
STD_2026_0435,DTJA,P5,73.51,Sous condition,Non
STD_2026_0435,EMP,P5,53.99,Non,Non
STD_2026_0435,FIC,P5,38.88,Non,Non
STD_2026_0436,AEE,P1,80.41,Oui,Non
STD_2026_0436,IAA,P1,74.57,Sous condition,Non
STD_2026_0436,PIP,P1,78.74,Oui,Non
STD_2026_0436,EMII,P2,80.92,Oui,Non
STD_2026_0436,GCA,P2,79.77,Oui,Oui
STD_2026_0436,ICMP,P2,82.76,Oui,Non
STD_2026_0436,ESIIA,P3,82.19,Oui,Non
STD_2026_0436,IGGLIA,P3,78.16,Oui,Non
STD_2026_0436,IMTICIA,P3,79.84,Oui,Non
STD_2026_0436,ISAIA,P3,76.03,Oui,Non
STD_2026_0436,TEE,P4,57.57,Non,Non
STD_2026_0436,TEH,P4,50.69,Non,Non
STD_2026_0436,CAA,P5,81.09,Oui,Non
STD_2026_0436,DTJA,P5,50.46,Non,Non
STD_2026_0436,EMP,P5,84.77,Oui,Non
STD_2026_0436,FIC,P5,78.23,Oui,Non
STD_2026_0437,AEE,P1,79.38,Oui,Non
STD_2026_0437,IAA,P1,79.93,Oui,Non
STD_2026_0437,PIP,P1,80.86,Oui,Non
STD_2026_0437,EMII,P2,77.04,Oui,Non
STD_2026_0437,GCA,P2,80.04,Oui,Non
STD_2026_0437,ICMP,P2,84.84,Oui,Oui
STD_2026_0437,ESIIA,P3,54.44,Non,Non
STD_2026_0437,IGGLIA,P3,70.29,Sous condition,Non
STD_2026_0437,IMTICIA,P3,73.62,Sous condition,Non
STD_2026_0437,ISAIA,P3,72.18,Sous condition,Non
STD_2026_0437,TEE,P4,81.06,Oui,Non
STD_2026_0437,TEH,P4,74.63,Sous condition,Non
STD_2026_0437,CAA,P5,70.01,Sous condition,Non
STD_2026_0437,DTJA,P5,81.53,Oui,Non
STD_2026_0437,EMP,P5,69.22,Sous condition,Non
STD_2026_0437,FIC,P5,71.19,Sous condition,Non
STD_2026_0438,AEE,P1,83.7,Oui,Non
STD_2026_0438,IAA,P1,81.02,Oui,Non
STD_2026_0438,PIP,P1,84.26,Oui,Non
STD_2026_0438,EMII,P2,80.63,Oui,Non
STD_2026_0438,GCA,P2,78.95,Oui,Non
STD_2026_0438,ICMP,P2,89.08,Oui,Non
STD_2026_0438,ESIIA,P3,84.78,Oui,Oui
STD_2026_0438,IGGLIA,P3,80.48,Oui,Non
STD_2026_0438,IMTICIA,P3,83.57,Oui,Non
STD_2026_0438,ISAIA,P3,78.07,Oui,Non
STD_2026_0438,TEE,P4,80.38,Oui,Non
STD_2026_0438,TEH,P4,52.99,Non,Non
STD_2026_0438,CAA,P5,78.86,Oui,Non
STD_2026_0438,DTJA,P5,57.08,Non,Non
STD_2026_0438,EMP,P5,77.42,Oui,Non
STD_2026_0438,FIC,P5,76.08,Oui,Non
STD_2026_0439,AEE,P1,51.43,Non,Non
STD_2026_0439,IAA,P1,48.65,Non,Non
STD_2026_0439,PIP,P1,47.82,Non,Non
STD_2026_0439,EMII,P2,55.77,Non,Non
STD_2026_0439,GCA,P2,53.0,Non,Non
STD_2026_0439,ICMP,P2,45.05,Non,Non
STD_2026_0439,ESIIA,P3,50.38,Non,Non
STD_2026_0439,IGGLIA,P3,79.21,Oui,Oui
STD_2026_0439,IMTICIA,P3,74.38,Sous condition,Non
STD_2026_0439,ISAIA,P3,79.67,Oui,Non
STD_2026_0439,TEE,P4,77.36,Oui,Non
STD_2026_0439,TEH,P4,81.35,Oui,Non
STD_2026_0439,CAA,P5,76.49,Oui,Non
STD_2026_0439,DTJA,P5,65.8,Sous condition,Non
STD_2026_0439,EMP,P5,83.13,Oui,Non
STD_2026_0439,FIC,P5,81.58,Oui,Non
STD_2026_0440,AEE,P1,54.83,Non,Non
STD_2026_0440,IAA,P1,82.46,Oui,Non
STD_2026_0440,PIP,P1,54.65,Non,Non
STD_2026_0440,EMII,P2,88.65,Oui,Non
STD_2026_0440,GCA,P2,84.09,Oui,Non
STD_2026_0440,ICMP,P2,97.26,Oui,Non
STD_2026_0440,ESIIA,P3,85.66,Oui,Non
STD_2026_0440,IGGLIA,P3,86.59,Oui,Non
STD_2026_0440,IMTICIA,P3,82.23,Oui,Oui
STD_2026_0440,ISAIA,P3,57.05,Non,Non
STD_2026_0440,TEE,P4,47.34,Non,Non
STD_2026_0440,TEH,P4,47.55,Non,Non
STD_2026_0440,CAA,P5,63.8,Non,Non
STD_2026_0440,DTJA,P5,55.32,Non,Non
STD_2026_0440,EMP,P5,56.46,Non,Non
STD_2026_0440,FIC,P5,58.39,Non,Non
STD_2026_0441,AEE,P1,73.73,Sous condition,Non
STD_2026_0441,IAA,P1,47.94,Non,Non
STD_2026_0441,PIP,P1,51.74,Non,Non
STD_2026_0441,EMII,P2,47.19,Non,Non
STD_2026_0441,GCA,P2,52.25,Non,Non
STD_2026_0441,ICMP,P2,58.52,Non,Non
STD_2026_0441,ESIIA,P3,48.98,Non,Non
STD_2026_0441,IGGLIA,P3,72.27,Sous condition,Non
STD_2026_0441,IMTICIA,P3,74.6,Sous condition,Non
STD_2026_0441,ISAIA,P3,49.76,Non,Oui
STD_2026_0441,TEE,P4,76.68,Oui,Non
STD_2026_0441,TEH,P4,74.53,Sous condition,Non
STD_2026_0441,CAA,P5,72.24,Sous condition,Non
STD_2026_0441,DTJA,P5,77.85,Oui,Non
STD_2026_0441,EMP,P5,74.71,Sous condition,Non
STD_2026_0441,FIC,P5,56.33,Non,Non
STD_2026_0442,AEE,P1,73.14,Sous condition,Non
STD_2026_0442,IAA,P1,49.34,Non,Non
STD_2026_0442,PIP,P1,50.72,Non,Non
STD_2026_0442,EMII,P2,46.75,Non,Non
STD_2026_0442,GCA,P2,49.26,Non,Non
STD_2026_0442,ICMP,P2,34.82,Non,Non
STD_2026_0442,ESIIA,P3,50.91,Non,Non
STD_2026_0442,IGGLIA,P3,76.96,Oui,Non
STD_2026_0442,IMTICIA,P3,79.61,Oui,Non
STD_2026_0442,ISAIA,P3,55.41,Non,Non
STD_2026_0442,TEE,P4,79.76,Oui,Oui
STD_2026_0442,TEH,P4,78.93,Oui,Non
STD_2026_0442,CAA,P5,83.01,Oui,Non
STD_2026_0442,DTJA,P5,81.39,Oui,Non
STD_2026_0442,EMP,P5,80.32,Oui,Non
STD_2026_0442,FIC,P5,56.4,Non,Non
STD_2026_0443,AEE,P1,71.83,Sous condition,Non
STD_2026_0443,IAA,P1,47.53,Non,Non
STD_2026_0443,PIP,P1,47.14,Non,Non
STD_2026_0443,EMII,P2,44.46,Non,Non
STD_2026_0443,GCA,P2,54.16,Non,Non
STD_2026_0443,ICMP,P2,47.23,Non,Non
STD_2026_0443,ESIIA,P3,44.48,Non,Non
STD_2026_0443,IGGLIA,P3,73.18,Sous condition,Non
STD_2026_0443,IMTICIA,P3,69.71,Sous condition,Non
STD_2026_0443,ISAIA,P3,48.35,Non,Non
STD_2026_0443,TEE,P4,79.12,Oui,Non
STD_2026_0443,TEH,P4,84.44,Oui,Oui
STD_2026_0443,CAA,P5,74.22,Sous condition,Non
STD_2026_0443,DTJA,P5,81.5,Oui,Non
STD_2026_0443,EMP,P5,71.02,Sous condition,Non
STD_2026_0443,FIC,P5,54.13,Non,Non
STD_2026_0444,AEE,P1,56.67,Non,Non
STD_2026_0444,IAA,P1,58.68,Non,Non
STD_2026_0444,PIP,P1,64.99,Non,Non
STD_2026_0444,EMII,P2,47.77,Non,Non
STD_2026_0444,GCA,P2,53.05,Non,Non
STD_2026_0444,ICMP,P2,55.21,Non,Non
STD_2026_0444,ESIIA,P3,51.39,Non,Non
STD_2026_0444,IGGLIA,P3,52.18,Non,Non
STD_2026_0444,IMTICIA,P3,83.57,Oui,Non
STD_2026_0444,ISAIA,P3,56.71,Non,Non
STD_2026_0444,TEE,P4,88.23,Oui,Non
STD_2026_0444,TEH,P4,78.51,Oui,Non
STD_2026_0444,CAA,P5,80.15,Oui,Oui
STD_2026_0444,DTJA,P5,79.92,Oui,Non
STD_2026_0444,EMP,P5,60.24,Non,Non
STD_2026_0444,FIC,P5,66.69,Non,Non
STD_2026_0445,AEE,P1,76.97,Oui,Non
STD_2026_0445,IAA,P1,80.04,Oui,Non
STD_2026_0445,PIP,P1,82.25,Oui,Non
STD_2026_0445,EMII,P2,77.51,Oui,Non
STD_2026_0445,GCA,P2,78.0,Oui,Non
STD_2026_0445,ICMP,P2,86.39,Oui,Non
STD_2026_0445,ESIIA,P3,74.09,Sous condition,Non
STD_2026_0445,IGGLIA,P3,76.89,Oui,Non
STD_2026_0445,IMTICIA,P3,71.68,Sous condition,Non
STD_2026_0445,ISAIA,P3,72.48,Sous condition,Non
STD_2026_0445,TEE,P4,53.27,Non,Non
STD_2026_0445,TEH,P4,43.97,Non,Non
STD_2026_0445,CAA,P5,78.19,Oui,Non
STD_2026_0445,DTJA,P5,44.82,Non,Oui
STD_2026_0445,EMP,P5,67.4,Sous condition,Non
STD_2026_0445,FIC,P5,73.49,Sous condition,Non
STD_2026_0446,AEE,P1,86.03,Oui,Non
STD_2026_0446,IAA,P1,88.09,Oui,Non
STD_2026_0446,PIP,P1,84.81,Oui,Non
STD_2026_0446,EMII,P2,89.96,Oui,Non
STD_2026_0446,GCA,P2,78.89,Oui,Non
STD_2026_0446,ICMP,P2,88.42,Oui,Non
STD_2026_0446,ESIIA,P3,62.56,Non,Non
STD_2026_0446,IGGLIA,P3,78.3,Oui,Non
STD_2026_0446,IMTICIA,P3,76.41,Oui,Non
STD_2026_0446,ISAIA,P3,78.52,Oui,Non
STD_2026_0446,TEE,P4,71.22,Sous condition,Non
STD_2026_0446,TEH,P4,67.05,Sous condition,Non
STD_2026_0446,CAA,P5,82.21,Oui,Non
STD_2026_0446,DTJA,P5,72.39,Sous condition,Non
STD_2026_0446,EMP,P5,78.19,Oui,Oui
STD_2026_0446,FIC,P5,85.02,Oui,Non
STD_2026_0447,AEE,P1,88.46,Oui,Non
STD_2026_0447,IAA,P1,85.76,Oui,Non
STD_2026_0447,PIP,P1,88.38,Oui,Non
STD_2026_0447,EMII,P2,84.39,Oui,Non
STD_2026_0447,GCA,P2,78.13,Oui,Non
STD_2026_0447,ICMP,P2,85.53,Oui,Non
STD_2026_0447,ESIIA,P3,83.1,Oui,Non
STD_2026_0447,IGGLIA,P3,83.37,Oui,Non
STD_2026_0447,IMTICIA,P3,88.48,Oui,Non
STD_2026_0447,ISAIA,P3,83.54,Oui,Non
STD_2026_0447,TEE,P4,75.19,Oui,Non
STD_2026_0447,TEH,P4,53.33,Non,Non
STD_2026_0447,CAA,P5,81.48,Oui,Non
STD_2026_0447,DTJA,P5,50.63,Non,Non
STD_2026_0447,EMP,P5,83.93,Oui,Non
STD_2026_0447,FIC,P5,88.19,Oui,Oui
STD_2026_0448,AEE,P1,56.13,Non,Oui
STD_2026_0448,IAA,P1,53.25,Non,Non
STD_2026_0448,PIP,P1,49.47,Non,Non
STD_2026_0448,EMII,P2,51.93,Non,Non
STD_2026_0448,GCA,P2,54.43,Non,Non
STD_2026_0448,ICMP,P2,45.86,Non,Non
STD_2026_0448,ESIIA,P3,55.24,Non,Non
STD_2026_0448,IGGLIA,P3,77.4,Oui,Non
STD_2026_0448,IMTICIA,P3,76.52,Oui,Non
STD_2026_0448,ISAIA,P3,73.55,Sous condition,Non
STD_2026_0448,TEE,P4,75.88,Oui,Non
STD_2026_0448,TEH,P4,84.34,Oui,Non
STD_2026_0448,CAA,P5,73.68,Sous condition,Non
STD_2026_0448,DTJA,P5,76.25,Oui,Non
STD_2026_0448,EMP,P5,77.59,Oui,Non
STD_2026_0448,FIC,P5,78.46,Oui,Non
STD_2026_0449,AEE,P1,54.83,Non,Non
STD_2026_0449,IAA,P1,78.76,Oui,Oui
STD_2026_0449,PIP,P1,48.07,Non,Non
STD_2026_0449,EMII,P2,82.39,Oui,Non
STD_2026_0449,GCA,P2,86.06,Oui,Non
STD_2026_0449,ICMP,P2,91.34,Oui,Non
STD_2026_0449,ESIIA,P3,79.52,Oui,Non
STD_2026_0449,IGGLIA,P3,73.66,Sous condition,Non
STD_2026_0449,IMTICIA,P3,78.88,Oui,Non
STD_2026_0449,ISAIA,P3,50.62,Non,Non
STD_2026_0449,TEE,P4,41.44,Non,Non
STD_2026_0449,TEH,P4,46.82,Non,Non
STD_2026_0449,CAA,P5,50.52,Non,Non
STD_2026_0449,DTJA,P5,47.07,Non,Non
STD_2026_0449,EMP,P5,54.22,Non,Non
STD_2026_0449,FIC,P5,53.31,Non,Non
STD_2026_0450,AEE,P1,69.87,Sous condition,Non
STD_2026_0450,IAA,P1,51.53,Non,Non
STD_2026_0450,PIP,P1,49.12,Non,Oui
STD_2026_0450,EMII,P2,41.44,Non,Non
STD_2026_0450,GCA,P2,49.69,Non,Non
STD_2026_0450,ICMP,P2,39.95,Non,Non
STD_2026_0450,ESIIA,P3,46.32,Non,Non
STD_2026_0450,IGGLIA,P3,78.02,Oui,Non
STD_2026_0450,IMTICIA,P3,79.67,Oui,Non
STD_2026_0450,ISAIA,P3,53.41,Non,Non
STD_2026_0450,TEE,P4,80.88,Oui,Non
STD_2026_0450,TEH,P4,82.92,Oui,Non
STD_2026_0450,CAA,P5,79.68,Oui,Non
STD_2026_0450,DTJA,P5,84.26,Oui,Non
STD_2026_0450,EMP,P5,80.18,Oui,Non
STD_2026_0450,FIC,P5,57.78,Non,Non
STD_2026_0451,AEE,P1,72.45,Sous condition,Non
STD_2026_0451,IAA,P1,48.6,Non,Non
STD_2026_0451,PIP,P1,46.47,Non,Non
STD_2026_0451,EMII,P2,32.05,Non,Oui
STD_2026_0451,GCA,P2,37.18,Non,Non
STD_2026_0451,ICMP,P2,39.2,Non,Non
STD_2026_0451,ESIIA,P3,40.31,Non,Non
STD_2026_0451,IGGLIA,P3,71.48,Sous condition,Non
STD_2026_0451,IMTICIA,P3,68.49,Sous condition,Non
STD_2026_0451,ISAIA,P3,47.31,Non,Non
STD_2026_0451,TEE,P4,74.11,Sous condition,Non
STD_2026_0451,TEH,P4,76.77,Oui,Non
STD_2026_0451,CAA,P5,71.47,Sous condition,Non
STD_2026_0451,DTJA,P5,77.41,Oui,Non
STD_2026_0451,EMP,P5,72.6,Sous condition,Non
STD_2026_0451,FIC,P5,44.28,Non,Non
STD_2026_0452,AEE,P1,74.64,Sous condition,Non
STD_2026_0452,IAA,P1,48.71,Non,Non
STD_2026_0452,PIP,P1,45.74,Non,Non
STD_2026_0452,EMII,P2,38.43,Non,Non
STD_2026_0452,GCA,P2,45.57,Non,Oui
STD_2026_0452,ICMP,P2,44.83,Non,Non
STD_2026_0452,ESIIA,P3,46.75,Non,Non
STD_2026_0452,IGGLIA,P3,67.05,Sous condition,Non
STD_2026_0452,IMTICIA,P3,70.97,Sous condition,Non
STD_2026_0452,ISAIA,P3,49.95,Non,Non
STD_2026_0452,TEE,P4,75.51,Oui,Non
STD_2026_0452,TEH,P4,81.19,Oui,Non
STD_2026_0452,CAA,P5,73.64,Sous condition,Non
STD_2026_0452,DTJA,P5,77.37,Oui,Non
STD_2026_0452,EMP,P5,69.95,Sous condition,Non
STD_2026_0452,FIC,P5,46.31,Non,Non
STD_2026_0453,AEE,P1,51.57,Non,Non
STD_2026_0453,IAA,P1,43.56,Non,Non
STD_2026_0453,PIP,P1,48.49,Non,Non
STD_2026_0453,EMII,P2,50.09,Non,Non
STD_2026_0453,GCA,P2,53.83,Non,Non
STD_2026_0453,ICMP,P2,42.07,Non,Oui
STD_2026_0453,ESIIA,P3,39.84,Non,Non
STD_2026_0453,IGGLIA,P3,48.82,Non,Non
STD_2026_0453,IMTICIA,P3,75.81,Oui,Non
STD_2026_0453,ISAIA,P3,52.71,Non,Non
STD_2026_0453,TEE,P4,83.71,Oui,Non
STD_2026_0453,TEH,P4,84.77,Oui,Non
STD_2026_0453,CAA,P5,74.42,Sous condition,Non
STD_2026_0453,DTJA,P5,80.76,Oui,Non
STD_2026_0453,EMP,P5,49.58,Non,Non
STD_2026_0453,FIC,P5,48.08,Non,Non
STD_2026_0454,AEE,P1,75.59,Oui,Non
STD_2026_0454,IAA,P1,74.78,Sous condition,Non
STD_2026_0454,PIP,P1,76.67,Oui,Non
STD_2026_0454,EMII,P2,78.34,Oui,Non
STD_2026_0454,GCA,P2,79.75,Oui,Non
STD_2026_0454,ICMP,P2,79.57,Oui,Non
STD_2026_0454,ESIIA,P3,77.25,Oui,Oui
STD_2026_0454,IGGLIA,P3,72.13,Sous condition,Non
STD_2026_0454,IMTICIA,P3,73.27,Sous condition,Non
STD_2026_0454,ISAIA,P3,72.92,Sous condition,Non
STD_2026_0454,TEE,P4,52.48,Non,Non
STD_2026_0454,TEH,P4,49.82,Non,Non
STD_2026_0454,CAA,P5,70.0,Sous condition,Non
STD_2026_0454,DTJA,P5,39.29,Non,Non
STD_2026_0454,EMP,P5,68.69,Sous condition,Non
STD_2026_0454,FIC,P5,82.05,Oui,Non
STD_2026_0455,AEE,P1,82.43,Oui,Non
STD_2026_0455,IAA,P1,87.11,Oui,Non
STD_2026_0455,PIP,P1,85.28,Oui,Non
STD_2026_0455,EMII,P2,93.88,Oui,Non
STD_2026_0455,GCA,P2,78.25,Oui,Non
STD_2026_0455,ICMP,P2,85.98,Oui,Non
STD_2026_0455,ESIIA,P3,61.16,Non,Non
STD_2026_0455,IGGLIA,P3,77.04,Oui,Oui
STD_2026_0455,IMTICIA,P3,74.47,Sous condition,Non
STD_2026_0455,ISAIA,P3,75.42,Oui,Non
STD_2026_0455,TEE,P4,68.79,Sous condition,Non
STD_2026_0455,TEH,P4,73.98,Sous condition,Non
STD_2026_0455,CAA,P5,75.6,Oui,Non
STD_2026_0455,DTJA,P5,73.44,Sous condition,Non
STD_2026_0455,EMP,P5,79.59,Oui,Non
STD_2026_0455,FIC,P5,85.91,Oui,Non
STD_2026_0456,AEE,P1,90.61,Oui,Non
STD_2026_0456,IAA,P1,89.32,Oui,Non
STD_2026_0456,PIP,P1,91.6,Oui,Non
STD_2026_0456,EMII,P2,90.72,Oui,Non
STD_2026_0456,GCA,P2,88.97,Oui,Non
STD_2026_0456,ICMP,P2,87.94,Oui,Non
STD_2026_0456,ESIIA,P3,91.33,Oui,Non
STD_2026_0456,IGGLIA,P3,91.35,Oui,Non
STD_2026_0456,IMTICIA,P3,89.75,Oui,Oui
STD_2026_0456,ISAIA,P3,88.16,Oui,Non
STD_2026_0456,TEE,P4,75.61,Oui,Non
STD_2026_0456,TEH,P4,56.54,Non,Non
STD_2026_0456,CAA,P5,88.61,Oui,Non
STD_2026_0456,DTJA,P5,52.71,Non,Non
STD_2026_0456,EMP,P5,88.91,Oui,Non
STD_2026_0456,FIC,P5,91.57,Oui,Non
STD_2026_0457,AEE,P1,45.96,Non,Non
STD_2026_0457,IAA,P1,42.12,Non,Non
STD_2026_0457,PIP,P1,44.62,Non,Non
STD_2026_0457,EMII,P2,48.12,Non,Non
STD_2026_0457,GCA,P2,61.62,Non,Non
STD_2026_0457,ICMP,P2,56.18,Non,Non
STD_2026_0457,ESIIA,P3,48.5,Non,Non
STD_2026_0457,IGGLIA,P3,71.37,Sous condition,Non
STD_2026_0457,IMTICIA,P3,72.78,Sous condition,Non
STD_2026_0457,ISAIA,P3,66.32,Sous condition,Oui
STD_2026_0457,TEE,P4,66.27,Sous condition,Non
STD_2026_0457,TEH,P4,72.9,Sous condition,Non
STD_2026_0457,CAA,P5,77.1,Oui,Non
STD_2026_0457,DTJA,P5,73.66,Sous condition,Non
STD_2026_0457,EMP,P5,78.97,Oui,Non
STD_2026_0457,FIC,P5,80.97,Oui,Non
STD_2026_0458,AEE,P1,49.98,Non,Non
STD_2026_0458,IAA,P1,76.2,Oui,Non
STD_2026_0458,PIP,P1,50.04,Non,Non
STD_2026_0458,EMII,P2,88.65,Oui,Non
STD_2026_0458,GCA,P2,92.9,Oui,Non
STD_2026_0458,ICMP,P2,96.86,Oui,Non
STD_2026_0458,ESIIA,P3,84.17,Oui,Non
STD_2026_0458,IGGLIA,P3,74.52,Sous condition,Non
STD_2026_0458,IMTICIA,P3,78.74,Oui,Non
STD_2026_0458,ISAIA,P3,49.84,Non,Non
STD_2026_0458,TEE,P4,43.84,Non,Oui
STD_2026_0458,TEH,P4,43.89,Non,Non
STD_2026_0458,CAA,P5,59.06,Non,Non
STD_2026_0458,DTJA,P5,42.62,Non,Non
STD_2026_0458,EMP,P5,52.02,Non,Non
STD_2026_0458,FIC,P5,50.74,Non,Non
STD_2026_0459,AEE,P1,60.01,Sous condition,Non
STD_2026_0459,IAA,P1,43.09,Non,Non
STD_2026_0459,PIP,P1,34.7,Non,Non
STD_2026_0459,EMII,P2,32.24,Non,Non
STD_2026_0459,GCA,P2,55.13,Non,Non
STD_2026_0459,ICMP,P2,39.71,Non,Non
STD_2026_0459,ESIIA,P3,35.15,Non,Non
STD_2026_0459,IGGLIA,P3,62.7,Sous condition,Non
STD_2026_0459,IMTICIA,P3,65.19,Sous condition,Non
STD_2026_0459,ISAIA,P3,44.76,Non,Non
STD_2026_0459,TEE,P4,72.34,Sous condition,Non
STD_2026_0459,TEH,P4,70.94,Sous condition,Oui
STD_2026_0459,CAA,P5,64.99,Sous condition,Non
STD_2026_0459,DTJA,P5,68.87,Sous condition,Non
STD_2026_0459,EMP,P5,63.99,Sous condition,Non
STD_2026_0459,FIC,P5,50.08,Non,Non
STD_2026_0460,AEE,P1,80.26,Oui,Non
STD_2026_0460,IAA,P1,51.56,Non,Non
STD_2026_0460,PIP,P1,53.97,Non,Non
STD_2026_0460,EMII,P2,42.22,Non,Non
STD_2026_0460,GCA,P2,47.39,Non,Non
STD_2026_0460,ICMP,P2,44.59,Non,Non
STD_2026_0460,ESIIA,P3,43.96,Non,Non
STD_2026_0460,IGGLIA,P3,79.86,Oui,Non
STD_2026_0460,IMTICIA,P3,77.08,Oui,Non
STD_2026_0460,ISAIA,P3,54.13,Non,Non
STD_2026_0460,TEE,P4,79.77,Oui,Non
STD_2026_0460,TEH,P4,82.39,Oui,Non
STD_2026_0460,CAA,P5,73.99,Sous condition,Oui
STD_2026_0460,DTJA,P5,80.07,Oui,Non
STD_2026_0460,EMP,P5,83.36,Oui,Non
STD_2026_0460,FIC,P5,56.76,Non,Non
STD_2026_0461,AEE,P1,69.86,Sous condition,Non
STD_2026_0461,IAA,P1,54.83,Non,Non
STD_2026_0461,PIP,P1,50.39,Non,Non
STD_2026_0461,EMII,P2,57.92,Non,Non
STD_2026_0461,GCA,P2,55.06,Non,Non
STD_2026_0461,ICMP,P2,41.31,Non,Non
STD_2026_0461,ESIIA,P3,54.9,Non,Non
STD_2026_0461,IGGLIA,P3,83.82,Oui,Non
STD_2026_0461,IMTICIA,P3,80.14,Oui,Non
STD_2026_0461,ISAIA,P3,61.91,Non,Non
STD_2026_0461,TEE,P4,83.01,Oui,Non
STD_2026_0461,TEH,P4,87.53,Oui,Non
STD_2026_0461,CAA,P5,81.07,Oui,Non
STD_2026_0461,DTJA,P5,81.15,Oui,Oui
STD_2026_0461,EMP,P5,86.12,Oui,Non
STD_2026_0461,FIC,P5,56.57,Non,Non
STD_2026_0462,AEE,P1,55.15,Non,Non
STD_2026_0462,IAA,P1,56.62,Non,Non
STD_2026_0462,PIP,P1,57.69,Non,Non
STD_2026_0462,EMII,P2,48.08,Non,Non
STD_2026_0462,GCA,P2,50.65,Non,Non
STD_2026_0462,ICMP,P2,49.34,Non,Non
STD_2026_0462,ESIIA,P3,50.49,Non,Non
STD_2026_0462,IGGLIA,P3,56.79,Non,Non
STD_2026_0462,IMTICIA,P3,80.21,Oui,Non
STD_2026_0462,ISAIA,P3,59.86,Non,Non
STD_2026_0462,TEE,P4,82.22,Oui,Non
STD_2026_0462,TEH,P4,86.83,Oui,Non
STD_2026_0462,CAA,P5,82.56,Oui,Non
STD_2026_0462,DTJA,P5,87.25,Oui,Non
STD_2026_0462,EMP,P5,60.93,Non,Oui
STD_2026_0462,FIC,P5,66.88,Non,Non
STD_2026_0463,AEE,P1,81.26,Oui,Non
STD_2026_0463,IAA,P1,84.93,Oui,Non
STD_2026_0463,PIP,P1,78.55,Oui,Non
STD_2026_0463,EMII,P2,85.14,Oui,Non
STD_2026_0463,GCA,P2,82.37,Oui,Non
STD_2026_0463,ICMP,P2,86.91,Oui,Non
STD_2026_0463,ESIIA,P3,81.33,Oui,Non
STD_2026_0463,IGGLIA,P3,85.33,Oui,Non
STD_2026_0463,IMTICIA,P3,77.64,Oui,Non
STD_2026_0463,ISAIA,P3,84.7,Oui,Non
STD_2026_0463,TEE,P4,54.43,Non,Non
STD_2026_0463,TEH,P4,59.2,Non,Non
STD_2026_0463,CAA,P5,86.34,Oui,Non
STD_2026_0463,DTJA,P5,54.85,Non,Non
STD_2026_0463,EMP,P5,82.53,Oui,Non
STD_2026_0463,FIC,P5,79.91,Oui,Oui
STD_2026_0464,AEE,P1,79.85,Oui,Oui
STD_2026_0464,IAA,P1,80.0,Oui,Non
STD_2026_0464,PIP,P1,81.98,Oui,Non
STD_2026_0464,EMII,P2,83.97,Oui,Non
STD_2026_0464,GCA,P2,86.52,Oui,Non
STD_2026_0464,ICMP,P2,88.13,Oui,Non
STD_2026_0464,ESIIA,P3,59.58,Non,Non
STD_2026_0464,IGGLIA,P3,80.5,Oui,Non
STD_2026_0464,IMTICIA,P3,76.39,Oui,Non
STD_2026_0464,ISAIA,P3,80.57,Oui,Non
STD_2026_0464,TEE,P4,77.93,Oui,Non
STD_2026_0464,TEH,P4,72.58,Sous condition,Non
STD_2026_0464,CAA,P5,76.68,Oui,Non
STD_2026_0464,DTJA,P5,77.35,Oui,Non
STD_2026_0464,EMP,P5,78.87,Oui,Non
STD_2026_0464,FIC,P5,77.34,Oui,Non
STD_2026_0465,AEE,P1,76.95,Oui,Non
STD_2026_0465,IAA,P1,80.52,Oui,Oui
STD_2026_0465,PIP,P1,80.81,Oui,Non
STD_2026_0465,EMII,P2,81.82,Oui,Non
STD_2026_0465,GCA,P2,82.35,Oui,Non
STD_2026_0465,ICMP,P2,82.84,Oui,Non
STD_2026_0465,ESIIA,P3,85.67,Oui,Non
STD_2026_0465,IGGLIA,P3,80.69,Oui,Non
STD_2026_0465,IMTICIA,P3,76.82,Oui,Non
STD_2026_0465,ISAIA,P3,74.45,Sous condition,Non
STD_2026_0465,TEE,P4,80.68,Oui,Non
STD_2026_0465,TEH,P4,51.5,Non,Non
